word_original	en	fr	de	ru	zh	es	ja	ko	et	fi	nl	hi	it	sym_en	sym_fr	sym_de	sym_ru	sym_zh	sym_es	sym_ja	sym_ko	sym_et	sum_fi	sum_nl	sym_hi	sym_it	claude_en	claude_fr	claude_de	claude_ru	claude_zh	claude_es	claude_ja	claude_ko	claude_et	claude_fi	claude_nl	claude_hi	claude_it
group	group	groupe	Gruppe	группа	群	grupo	集団	그룹	rühm	ryhmä	groep	समूह	gruppo	['group', 'organizational', 'organisational', 'organization', 'organisation', 'musical organization', 'musical organisation', 'musical group', 'musical ensemble', 'moiety', 'functional group', 'chemical group', 'radical', 'team', 'rock band', 'rock group', 'grouping']	['organisationnel', 'organisation', 'constitution', 'création', 'ensemble musical', 'famille', 'groupe fonctionnel', 'groupe', 'équipe', 'groupe de rock']	['organisatorisch', 'Organisation', 'Ensemble', 'Bruchteil', 'funktionelle Gruppe', 'Gruppe', 'Rockgruppe', 'Rock-Gruppe', 'Rockband']	['организаторский', 'организа́ция', 'организация', 'музыкальный ансамбль', 'функциональная группа', 'радика́л', 'рок-гру́ппа', 'группа']	['组织', '集团', '組織', '團體', '機構', '集團', '团体', '机构', '流行樂團', '官能团', '化学族', '官能團', '搖滾樂團', '摇滚乐团']	['organizativo', 'organización', 'establecimiento', 'constitución', 'fundación', 'formación', 'agrupación musical', 'grupo musical', 'grupo funcional', 'familia', 'grupo', 'radical', 'grupo químico', 'equipo', 'conjunto', 'grupo de rock', 'banda de rock', 'agrupación', 'colectivo']	['組織', '機構', '団体', 'アンサンブル', '官能基', '基', 'ロックグループ', 'ロックバンド', 'ロック・バンド', 'ロック・グループ']	['기구', '단체', '조직', '악단', '작용기', '록 밴드', '락 그룹', '락 밴드', '록 그룹']	['organisatsioon', 'ühing', 'ansambel', 'funktsionaalrühm', 'Funktsionaalrühm']	['organisaatio', 'järjestö', 'perustaminen', 'muodostaminen', 'yhtye', 'musiikkiorganisaatio', 'musiikkijärjestö', 'musiikkiryhmä', 'funktionaalinen ryhmä', 'Funktionaalinen ryhmä', 'radikaali', 'kemiallinen ryhmä', 'ryhmä', 'rock-yhtye', 'rokkibändi', 'rockyhtye', 'ryhmittymä', 'joukko']	['organisatorisch', 'organisatie', 'installatie', 'bestel', 'vestiging', 'muziekensemble', 'muziekgroep', 'muziekgezelschap', 'functionele groep', 'ploeg', 'rockgroep', 'rockband', 'groep', 'partij']	['संगठन', 'प्रकार्यात्मक समूह', 'क्रियात्मक समूह']	['organizzativo', 'organizzazione', 'costituzione', 'formazione', 'ensemble musicale', 'gruppo musicale', 'ensemble', 'complesso', 'band', 'gruppo', 'gruppo funzionale', 'radicale', 'gruppo atomico', 'insieme', 'gruppo rock', 'novero']	['cluster', 'bunch', 'collection', 'assembly']	['ensemble', 'troupe', 'bande']	['Truppe', 'Bande', 'Verband', 'Ansammlung']	['коллектив', 'команда', 'объединение']	['团体', '组织', '集团']	['conjunto', 'equipo', 'colectivo', 'agrupación']	['グループ', '団体', '一団', '群れ']	["집단", "무리", "단체", "조직"]	["grupp", "koondis"]	["joukko", "porukka"]	["verzameling", "cluster", "team"]	["दल", "गुट", "गण"]	["insieme", "squadra", "compagnia"]
platform	platform	plateforme	Plattform	платформа	平台	plataforma	台	플랫폼	platvorm	laituri	platform	मंच	piattaforma	['platform', 'pavement', 'sidewalk', 'footway']	['trottoir', 'quai']	['Gehsteig', 'Trottoir', 'Gehweg', 'Bürgersteig', 'Perron', 'Bahnsteig']	['тротуар', 'тротуа́р', 'перро́н', 'платфо́рма']	['人行道', '步道', '月台', '月臺', '站台', '平台']	['vía peatonal', 'acera', 'vereda', 'andén', 'banqueta', 'escarpa', 'calzada', 'ándito', 'plataforma', 'tribuna', 'estrado', 'tarima', 'entarimado']	['歩道', '舗装', '舗道', '人道', 'プラットホーム', '歩廊', '乗り場', 'ホーム']	['보도', '인도', '플랫트홈', '플랫폼', '홈', '승강장', '플랫홈']	['sillutis', 'kõnnitee', 'perroon', 'platvorm']	['jalkakäytävä', 'katukäytävä', 'laituri', 'asemalaituri', 'lava']	['voetpad', 'stoep', 'straatkant', 'trottoir', 'gaanpad', 'podium', 'perron', 'verhoging']	['फुटपाथ', 'पैदलपथ', 'प्लेटफार्म', 'प्लैटफ़ॉर्म', 'प्लेटफ़ॉर्म']	['marciapiede', 'via pedonale', 'marciapiedi', 'binario', 'piattaforma']	['stage', 'podium', 'dais', 'rostrum']	['estrade', 'quai']	['Podium', 'Bühne', 'Tribüne', 'Standfläche']	['помост', 'перрон', 'площадка']	['月台', '讲台', '舞台']	['tarima', 'escenario', 'andén', 'base']	['プラットフォーム', '舞台', '基盤', '演壇']	["대", "무대", "기반", "연단"]	["alus", "lava"]	["asemalaituri", "koroke"]	["podium", "verhoging", "perron"]	["चबूतरा", "प्लेटफार्म"]	["pedana", "palco", "banchina"]
house	house	maison	Haus	дом	房子	casa	家	집	maja	talo	huis	घर	casa	['house', 'home', 'dwelling', 'theater', 'theatre', 'playhouse', 'business firm', 'casino', 'establishment', 'firm', 'gambling casino', 'household', 'family', 'menage', 'private household', 'habitation', 'dwelling house', 'abode', 'domicile', 'Flotten, Hemmet och Sandlådan', 'residence', 'auditorium', 'enterprise', 'concern', 'corporation', 'partnership', 'venture', 'company']	['domicile', 'maison', 'théâtre', 'salle', 'site', 'casino', 'ménage', 'foyer', 'famille', 'habitation', 'résidence', 'logement', 'demeure', 'auditorium', 'amphi', 'boite', 'entreprise', 'boîte', 'société', 'firme']	['Haus', 'Theater', 'Theatergebäude', 'Kasino', 'Spielbank', 'Haushalt', 'Privathaushalt', 'Zuhause', 'Heim', 'Domizil', 'Nest', 'Behausung', 'Elternhaus', 'Wohnsitz', 'Wohnhaus', 'Wohnung', 'Wohnstätte', 'Zuschauerraum', 'Auditorium', 'Betrieb', 'Firma', 'Unternehmen']	['дом', 'жилище', 'театр', 'здание театра', 'казино', 'игорный дом', 'иго́рный дом', 'казино́', 'семья', 'Домашнее хозяйство', 'домохозяйство', 'место жительства', 'резиде́нция', 'жильё', 'местожи́тельство', 'жили́ще', 'ме́сто жи́тельства', 'аудито́рия', 'зал', 'зрительный зал', 'фирма']	['房屋', '家屋', '住宅', '家', '房子', '劇場', '剧场', '娱乐场', '赌场', '卡西诺', '賭場', '卡西諾', '一家人', '家庭', '人家', '户', '戶', '家人', '家庭成员', '家族', '居所', '住所', '住处', '表演廳', '會堂', '礼堂', '禮堂', '会堂', '观众席', '听众席', '公司', '事务所', '商号', '商行', '企业']	['casa', 'teatro', 'sitio', 'establecimiento', 'casino', 'núcleo familiar', 'familia', 'hogar', 'menaje', 'residencia', 'morada', 'alojamiento', 'domicilio', 'habitáculo', 'vivienda', 'vasa', 'habitación', 'piso', 'auditorio', 'sala', 'auditorium', 'auditórium', 'firma', 'compañía', 'empresa', 'empresas']	['家', '家屋', '住宅', '劇場', 'カジノ', '賭場', '世帯', '実家', '住居', '居留', '故郷', '住所', 'オーディトリアム', '講堂', '会社', '企業']	['집', '극장', '카지노', '세대', '주거', '거류', '주택', '오디토리엄']	['hoone', 'maja', 'teatrihoone', 'kasiino', 'majapidamine', 'Majapidamine', 'sünnikodu', 'saal', 'ettevõte', 'firma']	['talo', 'teatteri', 'teatteritalo', 'katsomo', 'kasino', 'pelikasino', 'talous', 'kotitalous', 'suku', 'ruokakunta', 'perhekunta', 'perhe', 'lapsuudenkoti', 'kotiosoite', 'asuinpaikka', 'asunto', 'kotitalo', 'kotipaikka', 'asuinrakennus', 'koti', 'asumus', 'paikka', 'kämppä', 'sali', 'auditorio', 'yritykset', 'kauppahuone', 'liikeyritys', 'yritys']	['optrekje', 'woning', 'onderdak', 'woonplaats', 'huis', 'verblijf', 'domicilie', 'woonhuis', 'huisje', 'theater', 'theatergebouw', 'site', 'plaats', 'casino', 'locatie', 'speelhuis', 'huishouden', 'huisgezin', 'familie', 'huishouding', 'gezin', 'tehuis', 'honk', 'home', 'thuis', 'woonadres', 'huisvesting', 'woonst', 'residentie', 'heem', 'behuizing', 'woongelegenheid', 'woonruimte', 'auditorium', 'zaal', 'aula', 'gehoorzaal', 'corporatie', 'onderneming', 'firma', 'bedrijf', 'onderkomen', 'handelsmaatschappij', 'handelmaatschappij']	['घर', 'मकान', 'नाटक', 'जुआखाना', 'कज़ीनो', 'जुआघर', 'कैसीनो', 'कैसिनो', 'जन्मभूमि', 'गृह']	['casa', 'domicilio', 'abitazione', 'teatro', 'azienda', 'casinò', 'casa da gioco', 'nucleo familiare', 'famiglia', 'dimora', 'residenza', 'magione', 'auditorio', 'auditorium', 'sala da concerto', 'sala', 'platea', 'aziende', 'società', 'impresa']	['home', 'residence', 'dwelling', 'abode']	['demeure', 'logement', 'foyer']	['Gebäude', 'Wohnhaus', 'Bau', 'Anwesen']	['здание', 'жилище', 'строение']	['住宅', '宅子', '屋子']	['hogar', 'vivienda', 'domicilio', 'residencia']	['住宅', '邸宅', '屋敷', '建物']	["가옥", "주택", "가정", "가구"]	["hoone", "ehitis"]	["rakennus", "koti"]	["woning", "gebouw", "onderkomen"]	["मकान", "गृह", "भवन"]	["abitazione", "dimora", "residenza"]
sun	sun	soleil	Sonne	солнце	太阳	sol	太陽	태양	päike	aurinko	zon	सूरज	sole	['sun', 'Sunday', "Lord's Day", 'Dominicus']	['Soleil', 'soleil', 'dimanche', 'jour du Seigneur', 'Dimanche']	['Sonne', 'Sonntag', 'Herrentag', 'Tag des Herrn', 'Herrntag']	['Солнце', 'Со́лнце', 'воскресенье', 'неде́ля', 'воскресе́нье', 'День Господень']	['日头', '太阳', '日', '日頭', '太陽', '星期天', '周日', '主日', '星期日', '礼拜天', '禮拜日', '礼拜日', '禮拜天', '朝圣日']	['Sol', 'sol', 'domingo', 'Día del Señor', 'día del Senyor', 'dom']	['ひ', '日', '太陽', '日曜日', '主日', '日曜']	['태양', '해', '일', '일요일', '주일']	['Päike', 'päike', 'pühapäev']	['Aurinko', 'aurinko', 'sunnuntai', 'lepopäivä', 'pyhäpäivä', 'su', 'Dominicus']	['zon', 'koperen ploert', 'Zon', 'zonnetje', 'zondag']	['सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि', 'रविवार', 'आदित्यवार', 'इतवार', 'एतवार', 'सूर्यवार', 'भानुवार']	['sole', 'Sole', 'domenica']	['star', 'sol', 'helios', 'daystar']	['astre', 'étoile']	['Stern', 'Himmelskörper', 'Gestirn']	['светило', 'звезда']	['日', '阳光', '太阳星']	['astro rey', 'estrella', 'luz solar']	['日', '陽', '日輪']	["해", "일", "햇빛", "태양열"]	["päikeseketas", "päikesepaiste"]	["auringonpaiste", "päivänkakkara"]	["hemellichaam", "zonlicht", "zonneschijn"]	["सूर्य", "रवि", "दिनकर"]	["astro", "stella", "luce"]
meeting	meeting	réunion	Treffen	встреча	会议	reunión	会議	회의	koosolek	kokous	vergadering	बैठक	riunione	['meeting', 'convention', 'group meeting', 'rally']	['conférence', 'convention', 'rencontre']	['Tagung', 'Versammlung', 'Kongress', 'Besprechung']	['собра́ние', 'съезд', 'конференция', 'бизнес-конференция', 'конве́нт', 'митинг', 'собрание']	['會議', '会议', '會面']	['convención', 'conferencia', 'congreso', 'reunión', 'concurrentes', 'reunión grupal', 'concurrencia']	['代表者会議', '会議']	['컨벤션', '회의']	['konverents', 'Koosolek', 'koosolek']	['kokoontuminen', 'konferenssi', 'kokous', 'konventti', 'ryhmäkokous', 'palaveri']	['bijeenkomst', 'conventie', 'praktijk', 'overeenkomst', 'vergadering', 'beraadslaging', 'overleg', 'convent', 'beraadslagingen']	['संगोष्ठी', 'अभिसमय', 'बैठक']	['convegno', 'convenzione', 'congresso', 'convention', 'riunione', 'convocazione', 'adunanza', 'assemblea', 'consulta', 'consesso']	['gathering', 'assembly', 'conference', 'congregation']	['assemblée', 'conférence', 'rencontre']	['Versammlung', 'Zusammenkunft', 'Sitzung', 'Besprechung']	['собрание', 'заседание', 'свидание']	['集会', '聚会', '会面']	['encuentro', 'asamblea', 'junta', 'cita']	['ミーティング', '集会', '会合', '懇談']	["모임", "집회", "회합", "미팅"]	["kogunemine", "istung"]	["tapaaminen", "neuvottelu"]	["bijeenkomst", "conferentie", "samenkomst"]	["सभा", "मुलाकात", "मिलन"]	["incontro", "assemblea", "convegno"]
history	history	histoire	Geschichte	история	历史	historia	歴史	역사	ajalugu	historia	geschiedenis	इतिहास	storia	['history', 'historical development']	['développement historique', 'histoire']	['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft']	['история', 'исто́рия']	['歷史', '历史', '歷史學', '历史学']	['historia']	['歴史', '沿革']	['역사', '사학']	['ajalugu']	['historia', 'historiantutkimus']	['geschiedenis']	['इतिहास', 'तारीख़']	['storia']	['past', 'annals', 'chronicle', 'record']	['récit', 'chronique', 'annales']	['Vergangenheit', 'Historie', 'Chronik', 'Entwicklung']	['прошлое', 'летопись', 'хроника']	['史', '往事', '过去']	['crónica', 'relato', 'narración', 'pasado']	['史', '沿革', '履歴', '年代記']	["과거", "연혁", "사적", "사료"]	["minevik", "kroonika"]	["menneisyys", "historiankirjoitus"]	["verleden", "historie", "kroniek"]	["वृत्तांत", "पुरावृत्त"]	["cronaca", "vicenda", "passato"]
valley	valley	vallée	Tal	долина	山谷	valle	谷	계곡	org	laakso	vallei	घाटी	valle	['valley', 'dale', 'vale']	['vallée', 'val']	['Tal', 'Senke']	['долина', 'Долина', 'доли́на']	['溪谷', '山谷', '谷地']	['dolina', 'valle', 'val']	['谷']	['골짜기', '계곡']	['org']	['laakso']	['dal', 'vallei']	['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']	['valle', 'vallata', 'conca']	['dale', 'glen', 'dell', 'vale']	['val', 'vallon', 'dépression']	['Senke', 'Mulde', 'Niederung', 'Schlucht']	['низина', 'лощина', 'ложбина']	['峡谷', '谷地', '溪谷']	['cañada', 'vega', 'hondonada']	['渓谷', '峡谷', '渓間', '谷間']	["골짜기", "협곡", "분지", "산골"]	["nõgu", "jõeorg"]	["notko", "rotko"]	["dal", "laagte", "ravijn"]	["दरा", "द्रोणी", "उपत्यका"]	["vallata", "conca", "avvallamento"]
square	square	carré	Platz	площадь	广场	cuadrado	広場	광장	ruut	neliö	vierkant	वर्ग	piazza	['square', 'foursquare', 'second power']	['carré', 'carré en je broertjte']	['Quadrat', 'Quadrat en je zusje']	['квадрат', 'квадра́т']	['正方形', '平方', '二次幂']	['cuadrado', 'cuadro', 'cuadrado perfecto']	['正方形', '自乗', '平方', '二乗, nijō']	['정사각형', '평방']	['ruut', 'Ruut']	['neliö', 'nelikulmio', 'Neliö', 'toinen potenssi']	['vierkant', 'carré', 'kwadraat', 'tweede macht']	['वर्गाकार']	['quadrato']	['plaza', 'quad', 'block', 'court']	['quadrilatère', 'place']	['Quadrat', 'Viereck', 'Marktplatz']	['квадрат', 'сквер']	['街区', '方形', '四方形']	['plaza', 'cuadro', 'rectángulo']	['四角', '正方形', '平方', '四角形']	["정사각형", "네모", "사각", "장소"]	["nelinurk", "plats"]	["tori", "aukio"]	["rechthoek", "plein", "kwadraat"]	["चौकोर", "चतुष्कोण"]	["quadrato", "largo", "spiazzo"]
generation	generation	génération	Generation	поколение	世代	generación	世代	세대	põlvkond	sukupolvi	generatie	पीढ़ी	generazione	['generation']	['génération']	['Geschlecht']	['поколе́ние']	['輩', '代', '辈', '世代']	['generación']	['世代']	['세대']	['põlvkond']	['sukupolvi']	['generatie']	['पीढ़ी', 'पुश्त', 'नस्ल']	['generazione']	['era', 'age', 'cohort', 'progeny']	['âge', 'époque']	['Altersgruppe', 'Geschlecht', 'Nachkommenschaft']	['род', 'генерация']	['一代', '年代', '时代']	['época', 'era', 'promoción', 'descendencia']	['時代', '年代', '世', '一族']	["시대", "연령층", "년대", "대"]	["sugupõlv", "generatsioon"]	["ikäluokka", "polvi"]	["geslacht", "leeftijdsgroep", "tijdperk"]	["संतति", "वंश"]	["epoca", "era", "stirpe"]
south	south	sud	Süden	юг	南	sur	南	남	lõuna	etelä	zuid	दक्षिण	sud	['south', 'southward', 'due south', 'S']	['sud', 'midi']	['Süden']	['юг']	['南', '南方']	['sur', 'sud']	['南']	['남쪽']	['Lõuna', 'lõuna']	['etelä', 'S', 'suoraan etelään']	['zuid', 'zuiden']	['दक्षिण']	['sud', 'meridione', 'mezzogiorno', 'austro']	['austral', 'meridional']	['midi']	['Süd', 'Südrichtung', 'Mittag']	['южный', 'зюйд']	['南方', '南边', '南部']	['mediodía', 'austral', 'meridional']	['南部', '南側', '南方', '南極']	["남쪽", "남부", "남방", "남극"]	["lõunamaa", "lõunapool"]	["etelä"]	["zuiden", "zuidelijk"]	["दक्खिन", "दाहिना"]	["meridione", "mezzogiorno", "austro"]
city	city	ville	Stadt	город	城市	ciudad	都市	도시	linn	kaupunki	stad	शहर	città	['city', 'urban center', 'metropolis', 'city/town']	['agglomération urbaine', 'métropole', 'ville', 'cité', 'grande-ville']	['Metropole', 'Stadt', 'Großstadt', 'Weltstadt', 'Stadtsiedlung']	['метрополия', 'город', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис']	['城市', '城', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會']	['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital']	['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市']	['시내', '도시', '시', '메트로폴리스', '대도시']	['linn', 'pealinn', 'suurlinn', 'Suurlinn']	['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus']	['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad']	['शहर', 'नगर', 'बड़ा शहर']	['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano']	['metropolis', 'urban', 'municipality', 'town']	['cité', 'agglomération', 'métropole']	['Großstadt', 'Metropole', 'Ort', 'Gemeinde']	['мегаполис', 'урбанистический центр']	['都市', '市区', '城镇']	['urbe', 'metrópoli', 'municipio', 'localidad']	['市', '都会', '街', 'シティ']	["시", "도회지", "도심", "시내"]	["suurlinn", "asula"]	["suurkaupunki", "metropoli"]	["metropool", "stedelijk gebied", "gemeente"]	["नगर", "महानगर", "पुर"]	["metropoli", "centro urbano", "comune"]
language	language	langue	Sprache	язык	语言	idioma	言語	언어	keel	kieli	taal	भाषा	lingua	['language', 'human language', 'linguistic communication', 'spoken language', 'speech', 'oral communication', 'spoken communication', 'voice communication', 'speech communication']	['langue', 'langage', 'langage humain', 'langage parlé', 'langue parlée', 'parole']	['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache']	['язык', 'язы́к', 'речь', 'устная речь', 'говорение']	['語言', '语言', '言语', '言語', '话', '話', '口語', '口语', '說話']	['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal']	['言語', '個別言語', '言葉', '口語', '音声', '音声言語', '口頭言語']	['언어', '말', '개개의 언어', '말하기', '랑그와 파롤', '구어']	['keel', 'Kõne', 'Suuline keel', 'suuline keel', 'kõne']	['kieli', 'kielellinen kommunikaatio', 'puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä']	['taal', 'spraak', 'tong', 'spreektaal', 'gesproken taal']	['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'vani', 'बोलना']	['lingua', 'linguaggio', 'idioma', 'lingua parlata', 'parlare', 'parlata']	['tongue', 'speech', 'dialect', 'lingo']	['idiome', 'langage', 'parler']	['Idiom', 'Muttersprache', 'Fremdsprache', 'Zunge']	['речь', 'наречие', 'диалект']	['语种', '口语', '方言']	['lengua', 'habla', 'dialecto', 'jerga']	['言葉', '国語', '舌', 'ランゲージ']	["말", "방언", "모국어", "외국어"]	["keelekasutus", "murre"]	["puhetapa", "murre"]	["spraak", "tongval", "idioom"]	["बोली", "वाणी", "जबान"]	["idioma", "linguaggio", "favella"]
speed	speed	vitesse	Geschwindigkeit	скорость	速度	velocidad	速度	속도	kiirus	nopeus	snelheid	गति	velocità	['speed', 'velocity', 'fastness', 'swiftness', 'rate', 'ratio']	['vitesse', 'vélocité', 'vecteur vitesse', 'Vitesse', 'rapidité', 'taux']	['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor', 'Rate']	['скорость', 'ско́рость', 'скорость движения', 'темп']	['速率', '速度', '率']	['velocidad', 'rapidez', 'celeridad', 'índice', 'tasa', 'ritmo']	['速度', '速さ', '割合', '年収', '月給', '時給', '日給']	['빠르기', '속도', '속력', '비율']	['kiirus', 'Keskmine kiirus', 'keskmine kiirus', 'muutumiskiirus']	['nopeus', 'vauhti', 'vauhdikkuus', 'tahti', 'tuntipalkka']	['snelheid', 'vaart', 'gezwindheid', 'vlugheid', 'grootte van de snelheid', 'gang', 'vaartje', 'gangetje', 'tempo', 'ratio', 'graad', 'tarief']	['वेग', 'चाल']	['velocità', 'celerità', 'speditezza', 'andatura', 'tasso', 'ritmo']	['velocity', 'pace', 'rate', 'momentum']	['rapidité', 'célérité', 'allure']	['Tempo', 'Schnelligkeit', 'Eile', 'Rasanz']	['быстрота', 'темп', 'стремительность']	['速率', '快慢', '迅速']	['rapidez', 'celeridad', 'prisa', 'ritmo']	['スピード', '速さ', '速力', '迅速']	["속력", "빠르기", "급속", "신속"]	["kiirendus", "tempo"]	["vauhti", "kiito"]	["vaart", "tempo", "spoed"]	["वेग", "रफ्तार", "त्वरा"]	["rapidità", "celerità", "prestezza"]
tail	tail	queue	Schwanz	хвост	尾巴	cola	尻尾	꼬리	saba	häntä	staart	पूंछ	coda	['tail']	['queue']	['Schwanz']	['хвост']	['尾巴', '尾子', '尾']	['cola']	['尾', '尻尾']	['꼬리']	['saba']	['pyrstö', 'häntä']	['staart']	['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']	['coda']	['rear', 'stub', 'appendage', 'rudder']	['appendice', 'bout']	['Schweif', 'Rute', 'Ende']	['шлейф', 'конец']	['尾', '尾部', '尾端']	['rabo', 'apéndice', 'final', 'extremo']	['尾', '後部', '末尾', '後方']	["미", "꽁지", "뒤", "후미"]	["tagaots", "järelosa"]	["pyrstö", "saparo"]	["achterste", "uiteinde"]	["पुच्छ", "लांगूल"]	["appendice", "strascico", "fila"]
mother	mother	mère	Mutter	мать	母亲	madre	母	어머니	ema	äiti	moeder	मां	madre	['mother', 'female parent', 'motherhood', 'parents', 'parent', 'parenthood']	['maman', 'maternité', 'mère', 'parent']	['Mutter', 'Mutterschaft', 'Eltern', 'Elternteil', 'Elternschaft', 'Elter']	['мать', 'материнство', 'родители', 'родитель', 'родительство']	['母親', '娘', '母', '妈妈', '母亲', '親本', '双亲之一', '父亲或母亲']	['madre', 'maternidad', 'mamá', 'progenitora', 'progenitor', 'padre', 'padres']	['母親', '親']	['어머니', '부모']	['ema', 'vanemad']	['äiti', 'äitiys', 'naispuolinen vanhempi', 'vanhemmuus', 'vanhempi', 'isä']	['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe', 'ouders', 'ouder', 'ouderschap', 'moederplant', 'stamplant']	['माता', 'माता-पिता']	['maternità', 'madre', 'mamma', 'genitrice', 'genitori', 'genitore', 'procreatore']	['mom', 'mama', 'parent', 'matriarch']	['maman', 'génitrice']	['Mama', 'Mutti', 'Mami', 'Gebärerin']	['мама', 'родительница', 'матушка']	['妈妈', '妈', '娘']	['mamá', 'progenitora', 'matriarca']	['母親', 'お母さん', 'ママ', '母性']	["엄마", "모친", "엄마", "산모"]	["emake", "emakas"]	["emä", "äitipuoli"]	["mama", "ouder", "mam"]	["माता", "जननी", "अम्मा"]	["mamma", "genitrice", "matrice"]
speech	speech	discours	Rede	речь	演讲	discurso	演説	연설	kõne	puhe	toespraak	भाषण	discorso	['speech', 'language', 'human language', 'linguistic communication', 'spoken language', 'oral communication', 'spoken communication', 'voice communication', 'speech communication', 'lecture', 'lecturing']	['langue', 'langage', 'langage humain', 'langage parlé', 'langue parlée', 'parole', 'cours magistral', 'enseignement magistral']	['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache', 'Vorlesung']	['язык', 'язы́к', 'речь', 'устная речь', 'говорение', 'лекция']	['語言', '语言', '言语', '言語', '话', '話', '口語', '口语', '說話', '演講', '演讲', '講述教學法', '讲座', '讲演', '讲课']	['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal', 'clase magistral', 'conferencia', 'presentación oral', 'clase']	['言語', '個別言語', '言葉', '口語', '音声', '音声言語', '口頭言語', '講義']	['언어', '말', '개개의 언어', '말하기', '랑그와 파롤', '구어', '강의']	['keel', 'Kõne', 'Suuline keel', 'suuline keel', 'kõne', 'loeng']	['kieli', 'kielellinen kommunikaatio', 'puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä', 'luento', 'esitelmä', 'esitelmöinti', 'luennointi']	['taal', 'spraak', 'tong', 'spreektaal', 'gesproken taal', 'lezing', 'hoorcollege']	['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'vani', 'बोलना', 'उपन्यास']	['lingua', 'linguaggio', 'idioma', 'lingua parlata', 'parlare', 'parlata', 'lezione magistrale', 'conferenza', 'lezione']	['talk', 'address', 'oration', 'discourse']	['allocution', 'exposé', 'harangue']	['Ansprache', 'Vortrag', 'Wortmeldung', 'Referat']	['выступление', 'обращение', 'высказывание']	['讲话', '发言', '致辞']	['oratoria', 'alocución', 'charla', 'conferencia']	['スピーチ', '講演', '弁論', '話']	["담화", "강연", "발언", "연설문"]	["kõneakt", "ettekanne"]	["puhunta", "lausunto"]	["redevoering", "rede", "lezing"]	["वक्तव्य", "अभिभाषण", "व्याख्यान"]	["orazione", "allocuzione", "conferenza"]
