en,de,en_tok,de_tok,en_to_de_prob,de_to_en_prob
▁temple,▁Tempel,18464,130782,0.316,0.5244
▁ten,▁zehn,2797,78568,0.831,0.9043
▁tent,▁Zelt,10941,232537,0.3538,0.7607
▁terms,▁Begriffe,4563,112677,0.10736,0.524
▁terrace,▁Terrasse,34048,139627,0.149,0.812
▁terrain,▁Gelände,26849,177768,0.1599,0.3196
▁tested,▁getestet,12272,197999,0.1553,0.8145
▁thanks,▁dank,6402,41520,0.33,0.3972
▁the,▁der,573,1188,0.3599,0.4473
▁their,▁ihre,1024,16274,0.3386,0.4976
▁then,▁dann,1492,11947,0.5664,0.816
▁theory,▁Theorie,7900,110867,0.5703,0.683
▁therapy,▁Therapie,13414,108513,0.5063,0.61
▁there,▁da,1104,1260,0.4753,0.534
▁therefore,▁deshalb,5852,65491,0.1522,0.3438
▁these,▁diese,1450,11837,0.5615,0.4487
▁thick,▁dick,8028,39428,0.9243,0.4949
▁thin,▁dün,11342,100499,0.5605,0.2382
▁thing,▁Ding,3166,53754,0.4138,0.667
▁things,▁Sachen,2652,99620,0.3872,0.7354
▁think,▁denken,1742,59454,0.529,0.4902
▁thinks,▁denkt,18287,119354,0.6587,0.593
▁third,▁drit,4906,173557,0.38,0.653
▁thoughts,▁Gedanken,9398,71201,0.8774,0.726
▁thousand,▁Taus,12078,150505,0.84,0.3408
▁three,▁drei,2149,25346,0.878,0.934
▁through,▁durch,1593,6691,0.6074,0.59
▁throw,▁werfen,8734,189827,0.5684,0.5337
▁thunder,▁Donner,31608,155366,0.1537,0.607
▁time,▁Zeit,1069,11742,0.5376,0.774
▁tip,▁Tipp,11581,100735,0.1255,0.3982
▁tire,▁Reifen,22651,155048,0.51,0.1819
▁title,▁Titel,4680,65199,0.5024,0.6504
▁to,▁zu,577,2318,0.3096,0.4534
▁today,▁heute,3646,28457,0.72,0.8564
▁together,▁zusammen,3584,20946,0.45,0.718
▁toilet,▁Toilette,19384,224651,0.5083,0.595
▁tolerance,▁Toler,31312,117714,0.8774,0.2378
▁tomatoes,▁Tomaten,34605,195709,0.4585,0.703
▁tomorrow,▁morgen,14610,62114,0.921,0.668
▁tons,▁Tonnen,15981,207204,0.348,0.618
▁took,▁nahm,3895,83271,0.3574,0.5923
▁tool,▁Werkzeug,7217,158067,0.4097,0.659
▁tooth,▁Zahn,20659,98439,0.6094,0.8984
▁top,▁Spitze,2267,137852,0.409,0.2593
▁topic,▁Thema,11381,39025,0.5356,0.4316
▁topics,▁Themen,16254,71102,0.685,0.4177
▁total,▁Gesamt,3051,84595,0.2101,0.6196
▁tourism,▁Tourismus,27678,176102,0.767,0.727
▁tournament,▁Turnier,22039,189832,0.763,0.742
▁tours,▁Touren,27874,196607,0.603,0.6313
▁tower,▁Turm,17080,204736,0.6284,0.804
▁trade,▁Handel,6082,58788,0.325,0.5723
▁trader,▁Händler,61178,140689,0.5474,0.3433
▁traditional,▁traditionelle,9121,231283,0.1523,0.816
▁traffic,▁Verkehr,9988,62033,0.5933,0.4268
▁train,▁Zug,6588,40008,0.7646,0.773
▁trains,▁Züge,28685,235198,0.2152,0.7085
▁transition,▁Übergang,12068,207719,0.5264,0.439
▁translation,▁Übersetzung,17183,80205,0.491,0.7446
▁translations,▁Übersetzungen,24792,144372,0.4868,0.3743
▁transparency,▁Transparen,40006,231987,0.3142,0.3594
▁treasure,▁Schatz,29936,144580,0.9697,0.7305
▁treat,▁behandeln,3516,195294,0.07465,0.397
▁treated,▁behandelt,11017,105518,0.484,0.3054
▁treatment,▁Behandlung,5158,57374,0.2015,0.7324
▁tree,▁Baum,5421,46492,0.8086,0.9004
▁trees,▁Bäume,8195,169009,0.2925,0.9126
▁tribe,▁Stamm,36259,110571,0.2676,0.4285
▁tries,▁versucht,23721,99265,0.2284,0.4094
▁trip,▁Reise,7957,46042,0.2522,0.2913
▁troops,▁Truppen,18816,168315,0.3865,0.6436
▁tropical,▁trop,21464,10100,0.881,0.0403
▁true,▁wahr,1382,60454,0.793,0.511
▁trust,▁Vertrauen,7930,130145,0.3215,0.6343
▁truth,▁Wahrheit,7873,87167,0.4587,0.759
▁try,▁versuchen,3418,96080,0.2069,0.547
▁twelve,▁zwölf,20779,160659,0.3704,0.9155
▁twenty,▁zwanzig,11219,219327,0.5396,0.895
▁twice,▁zweimal,11594,169541,0.2433,0.862
▁two,▁zwei,1378,18358,0.8706,0.952
▁types,▁Typen,5088,230151,0.6675,0.606
▁ultimate,▁ulti,17027,9425,0.34,0.06744
▁under,▁unter,1362,8411,0.8496,0.6763
▁understood,▁verstanden,14777,146123,0.5757,0.6216
▁unfortunately,▁leider,27908,57121,0.277,0.8022
▁unit,▁Einheit,4982,117844,0.6895,0.691
▁units,▁Einheiten,7845,221101,0.536,0.7573
▁university,▁Hochschule,13435,145439,0.2693,0.5127
▁unknown,▁unbekannt,12417,192895,0.5654,0.7285
▁updated,▁aktualisiert,9894,210119,0.354,0.7686
▁urgent,▁dring,34722,114637,0.4924,0.2668
▁us,▁uns,917,6042,0.5205,0.4697
▁use,▁verwenden,1281,44893,0.1537,0.5435
▁user,▁Benutzer,2425,84355,0.3235,0.833
▁usually,▁gewöhnlich,5250,164273,0.3198,0.4556
▁valley,▁Tal,20309,12090,0.784,0.772
▁value,▁Wert,1618,54053,0.6196,0.5664
▁values,▁Werte,4035,101767,0.579,0.6807
▁vampire,▁Vamp,58602,127772,0.4133,0.4666
▁variable,▁variabel,8792,192977,0.3755,0.735
▁vector,▁Vek,4301,176080,0.692,0.3745
▁vegetables,▁Gemüse,19574,129255,0.4065,0.608
▁vehicles,▁Fahrzeuge,13092,158680,0.652,0.6797
▁verse,▁Vers,21989,14634,0.2421,0.0509
▁very,▁sehr,1508,12540,0.883,0.8867
▁victim,▁Opfer,17015,105352,0.5474,0.4316
▁victory,▁Sieg,15032,61901,0.792,0.789
▁view,▁Blick,2116,42777,0.1611,0.631
▁violence,▁Gewalt,13673,92096,0.727,0.6187
▁virtual,▁virtu,10660,13642,0.7617,0.58
▁virtue,▁Tugend,27096,193404,0.677,0.6836
▁visa,▁Vis,29882,7294,0.3909,0.1699
▁visible,▁sichtbar,12918,147627,0.645,0.6484
▁visit,▁Besuch,3532,71364,0.331,0.8857
▁visitors,▁Besucher,15878,76488,0.472,0.74
▁voice,▁Stimme,7061,98965,0.8438,0.783
▁voltage,▁Spannung,14623,150913,0.6353,0.4072
▁volume,▁Volumen,6620,141040,0.244,0.7085
▁voluntary,▁freiw,33973,173761,0.703,0.274
▁votes,▁Stimmen,7093,128083,0.7236,0.7285
▁wage,▁Lohn,23245,169497,0.16,0.228
▁wait,▁warten,4307,106501,0.477,0.411
▁wall,▁Mauer,3587,139826,0.2192,0.6055
▁wanted,▁gesucht,5466,93821,0.10583,0.4387
▁warning,▁Warn,11699,94795,0.7217,0.5107
▁wars,▁Kriege,17277,221908,0.3718,0.5
▁was,▁war,729,2036,0.9126,0.4067
▁wash,▁waschen,9903,214701,0.3015,0.7847
▁watch,▁Wach,4234,60430,0.2026,0.3914
▁water,▁Wasser,2003,21979,0.6357,0.894
▁waves,▁Wellen,15336,151714,0.5093,0.6064
▁wax,▁Wachs,22829,223271,0.8677,0.3254
▁way,▁Weg,1703,31266,0.7646,0.3257
▁ways,▁Wege,5742,78304,0.6797,0.2202
▁we,▁wir,783,6254,0.68,0.7393
▁weak,▁schwach,8742,187602,0.337,0.78
▁weapons,▁Waffen,15875,108197,0.4927,0.672
▁weather,▁Wetter,8957,70903,0.895,0.7734
▁wedding,▁Hochzeit,9608,149049,0.6304,0.7266
▁week,▁Woche,2788,56561,0.921,0.933
▁weekend,▁Wochenende,10762,121436,0.7773,0.787
▁weeks,▁Wochen,5976,40020,0.9272,0.7295
▁weight,▁Gewicht,5171,72051,0.6323,0.8296
▁welcome,▁willkommen,9319,120143,0.092,0.813
▁well,▁Brunnen,1578,191631,0.4543,0.5864
▁went,▁ging,3815,33422,0.6377,0.6636
▁were,▁waren,1049,17243,0.6455,0.7188
▁what,▁was,1212,729,0.83,0.27
▁wheat,▁Weizen,21251,234050,0.4333,0.679
▁when,▁wann,1185,69640,0.3896,0.7495
▁where,▁wo,1570,5202,0.8247,0.6045
▁white,▁weiß,2674,23348,0.6,0.864
▁who,▁wer,1064,3566,0.58,0.375
▁why,▁warum,3165,68022,0.4907,0.845
▁wide,▁breit,5396,114142,0.4624,0.6494
▁width,▁Breite,4881,119972,0.71,0.3909
▁will,▁wird,877,6183,0.403,0.4233
▁window,▁Fenster,5912,73975,0.614,0.6772
▁wine,▁Wein,10058,40818,0.836,0.8003
▁wing,▁Flügel,17056,139904,0.4534,0.56
▁winner,▁Sieger,16995,162353,0.4973,0.688
▁wins,▁gewinnt,18044,182115,0.3264,0.6606
▁wire,▁Draht,9006,230632,0.412,0.697
▁with,▁mit,675,2218,0.674,0.639
▁within,▁innerhalb,2819,55856,0.265,0.3896
▁without,▁ohne,2346,16304,0.882,0.8447
▁witnesses,▁Zeugen,30067,197004,0.521,0.8115
▁woman,▁Frau,4323,32003,0.938,0.5015
▁women,▁Frauen,3576,41049,0.525,0.8076
▁won,▁gewonnen,2792,100608,0.4111,0.7217
▁wonder,▁Wunder,5144,85359,0.2118,0.5083
▁wool,▁Woll,23834,102779,0.132,0.4324
▁word,▁Wort,2204,35364,0.4434,0.8374
▁words,▁Wörter,3907,107677,0.3958,0.8433
▁work,▁Arbeit,1160,25051,0.261,0.7783
▁worked,▁arbeitete,6800,191567,0.325,0.687
▁worker,▁Arbeiter,16585,114395,0.7124,0.5894
▁world,▁Welt,2134,19041,0.5386,0.7056
▁worldwide,▁weltweit,20455,99346,0.1159,0.4792
▁would,▁würde,1134,27120,0.251,0.5986
▁write,▁schreiben,5598,87771,0.792,0.457
▁writes,▁schreibt,20332,112065,0.8975,0.712
▁writings,▁Schriften,40629,117465,0.2004,0.292
▁written,▁geschrieben,5952,73518,0.651,0.6655
▁wrong,▁falsch,5206,116677,0.57,0.6157
▁wrote,▁schrieb,6559,67475,0.561,0.8013
▁year,▁Jahr,1162,14247,0.8696,0.8955
▁years,▁Jahre,1658,18725,0.7915,0.8794
▁yellow,▁gelb,8123,111082,0.4102,0.823
▁yes,▁ja,7778,4469,0.5566,0.919
▁yesterday,▁gestern,13351,147723,0.6426,0.8755
▁you,▁du,692,1344,0.682,0.815
▁young,▁jung,3486,48217,0.6797,0.796
▁your,▁dein,861,47316,0.3213,0.687
▁youth,▁Jugend,11481,40309,0.2568,0.8135
▁zero,▁null,8199,1468,0.4053,0.2659
▁zinc,▁Zink,31823,131347,0.5093,0.5635
